AC;880.631
AL;3.220.104
AP;802.837
AM;4.281.209
BA;14.850.513
CE;9.233.656
DF;2.982.818
ES;4.102.129
GO;7.350.483
MA;7.010.960
MS;2.901.895
MT;3.836.399
MG;21.322.691
PA;8.664.306
PB;4.145.040
PR;11.824.665
PE;9.539.029
PI;3.375.646
RN;3.446.071
RS;11.229.915
RJ;17.219.679
RO;1.746.227
RR;716.793
SC;8.058.441
SP;45.973.194
SE;2.291.077
TO;1.577.342
